sample_id,image_path,mask_path,annotation_path,label,label_name,split
qualified/100.png,images/qualified/100.png,masks/qualified/100.png.png,,0,qualified,train
qualified/101.png,images/qualified/101.png,masks/qualified/101.png.png,,0,qualified,train
qualified/102.png,images/qualified/102.png,masks/qualified/102.png.png,,0,qualified,train
qualified/103.png,images/qualified/103.png,masks/qualified/103.png.png,,0,qualified,train
qualified/104.png,images/qualified/104.png,masks/qualified/104.png.png,,0,qualified,test
qualified/105.png,images/qualified/105.png,masks/qualified/105.png.png,,0,qualified,validation
qualified/106.png,images/qualified/106.png,masks/qualified/106.png.png,,0,qualified,train
qualified/107.png,images/qualified/107.png,masks/qualified/107.png.png,,0,qualified,train
qualified/108.png,images/qualified/108.png,masks/qualified/108.png.png,,0,qualified,train
qualified/109.png,images/qualified/109.png,masks/qualified/109.png.png,,0,qualified,test
qualified/110.png,images/qualified/110.png,masks/qualified/110.png.png,,0,qualified,test
qualified/111.png,images/qualified/111.png,masks/qualified/111.png.png,,0,qualified,train
qualified/112.png,images/qualified/112.png,masks/qualified/112.png.png,,0,qualified,train
qualified/113.png,images/qualified/113.png,masks/qualified/113.png.png,,0,qualified,train
qualified/114.png,images/qualified/114.png,masks/qualified/114.png.png,,0,qualified,train
qualified/133.jpg,images/qualified/133.jpg,masks/qualified/133.jpg.png,,0,qualified,train
qualified/134.jpg,images/qualified/134.jpg,masks/qualified/134.jpg.png,,0,qualified,test
qualified/201.png,images/qualified/201.png,masks/qualified/201.png.png,,0,qualified,train
qualified/202.png,images/qualified/202.png,masks/qualified/202.png.png,,0,qualified,train
qualified/204.png,images/qualified/204.png,masks/qualified/204.png.png,,0,qualified,train
qualified/205.png,images/qualified/205.png,masks/qualified/205.png.png,,0,qualified,test
qualified/206.png,images/qualified/206.png,masks/qualified/206.png.png,,0,qualified,train
qualified/207.png,images/qualified/207.png,masks/qualified/207.png.png,,0,qualified,train
qualified/208.png,images/qualified/208.png,masks/qualified/208.png.png,,0,qualified,validation
qualified/209.png,images/qualified/209.png,masks/qualified/209.png.png,,0,qualified,test
qualified/21-1.png,images/qualified/21-1.png,masks/qualified/21-1.png.png,,0,qualified,validation
qualified/21-2.png,images/qualified/21-2.png,masks/qualified/21-2.png.png,,0,qualified,train
qualified/21-3.png,images/qualified/21-3.png,masks/qualified/21-3.png.png,,0,qualified,train
qualified/21-4.png,images/qualified/21-4.png,masks/qualified/21-4.png.png,,0,qualified,train
qualified/21.png,images/qualified/21.png,masks/qualified/21.png.png,,0,qualified,train
qualified/210.png,images/qualified/210.png,masks/qualified/210.png.png,,0,qualified,validation
qualified/212.png,images/qualified/212.png,masks/qualified/212.png.png,,0,qualified,train
qualified/213.png,images/qualified/213.png,masks/qualified/213.png.png,,0,qualified,train
qualified/214.png,images/qualified/214.png,masks/qualified/214.png.png,,0,qualified,validation
qualified/215.png,images/qualified/215.png,masks/qualified/215.png.png,,0,qualified,train
qualified/216.png,images/qualified/216.png,masks/qualified/216.png.png,,0,qualified,train
qualified/217.png,images/qualified/217.png,masks/qualified/217.png.png,,0,qualified,test
qualified/218.png,images/qualified/218.png,masks/qualified/218.png.png,,0,qualified,test
qualified/219.png,images/qualified/219.png,masks/qualified/219.png.png,,0,qualified,validation
qualified/22 - 4.png,images/qualified/22 - 4.png,masks/qualified/22 - 4.png.png,,0,qualified,validation
qualified/22-1.png,images/qualified/22-1.png,masks/qualified/22-1.png.png,,0,qualified,train
qualified/22-2.png,images/qualified/22-2.png,masks/qualified/22-2.png.png,,0,qualified,train
qualified/22-3.png,images/qualified/22-3.png,masks/qualified/22-3.png.png,,0,qualified,validation
qualified/22.png,images/qualified/22.png,masks/qualified/22.png.png,,0,qualified,train
qualified/220.png,images/qualified/220.png,masks/qualified/220.png.png,,0,qualified,train
qualified/221.png,images/qualified/221.png,masks/qualified/221.png.png,,0,qualified,test
qualified/222.png,images/qualified/222.png,masks/qualified/222.png.png,,0,qualified,validation
qualified/223.jpg,images/qualified/223.jpg,masks/qualified/223.jpg.png,,0,qualified,test
qualified/224.png,images/qualified/224.png,masks/qualified/224.png.png,,0,qualified,train
qualified/225.png,images/qualified/225.png,masks/qualified/225.png.png,,0,qualified,train
qualified/226.png,images/qualified/226.png,masks/qualified/226.png.png,,0,qualified,test
qualified/227.png,images/qualified/227.png,masks/qualified/227.png.png,,0,qualified,test
qualified/229.png,images/qualified/229.png,masks/qualified/229.png.png,,0,qualified,train
qualified/230.png,images/qualified/230.png,masks/qualified/230.png.png,,0,qualified,validation
qualified/231.png,images/qualified/231.png,masks/qualified/231.png.png,,0,qualified,train
qualified/232.png,images/qualified/232.png,masks/qualified/232.png.png,,0,qualified,train
