sample_id,image_path,mask_path,annotation_path,label,label_name,split
qualified/100.png,images/qualified/100.png,curated_v1/masks/qualified/100.png.mask.png,,0,qualified,train
qualified/101.png,images/qualified/101.png,curated_v1/masks/qualified/101.png.mask.png,,0,qualified,train
qualified/106.png,images/qualified/106.png,curated_v1/masks/qualified/106.png.mask.png,,0,qualified,train
qualified/107.png,images/qualified/107.png,curated_v1/masks/qualified/107.png.mask.png,,0,qualified,train
qualified/108.png,images/qualified/108.png,curated_v1/masks/qualified/108.png.mask.png,,0,qualified,train
qualified/111.png,images/qualified/111.png,curated_v1/masks/qualified/111.png.mask.png,,0,qualified,train
qualified/113.png,images/qualified/113.png,curated_v1/masks/qualified/113.png.mask.png,,0,qualified,train
qualified/114.png,images/qualified/114.png,curated_v1/masks/qualified/114.png.mask.png,,0,qualified,train
qualified/201.png,images/qualified/201.png,curated_v1/masks/qualified/201.png.mask.png,,0,qualified,train
qualified/204.png,images/qualified/204.png,curated_v1/masks/qualified/204.png.mask.png,,0,qualified,train
qualified/207.png,images/qualified/207.png,curated_v1/masks/qualified/207.png.mask.png,,0,qualified,train
qualified/208.png,images/qualified/208.png,curated_v1/masks/qualified/208.png.mask.png,,0,qualified,train
qualified/212.png,images/qualified/212.png,curated_v1/masks/qualified/212.png.mask.png,,0,qualified,train
qualified/214.png,images/qualified/214.png,curated_v1/masks/qualified/214.png.mask.png,,0,qualified,train
qualified/215.png,images/qualified/215.png,curated_v1/masks/qualified/215.png.mask.png,,0,qualified,train
qualified/216.png,images/qualified/216.png,curated_v1/masks/qualified/216.png.mask.png,,0,qualified,train
qualified/217.png,images/qualified/217.png,curated_v1/masks/qualified/217.png.mask.png,,0,qualified,train
qualified/219.png,images/qualified/219.png,curated_v1/masks/qualified/219.png.mask.png,,0,qualified,train
qualified/220.png,images/qualified/220.png,curated_v1/masks/qualified/220.png.mask.png,,0,qualified,train
qualified/221.png,images/qualified/221.png,curated_v1/masks/qualified/221.png.mask.png,,0,qualified,train
qualified/222.png,images/qualified/222.png,curated_v1/masks/qualified/222.png.mask.png,,0,qualified,train
qualified/225.png,images/qualified/225.png,curated_v1/masks/qualified/225.png.mask.png,,0,qualified,train
qualified/226.png,images/qualified/226.png,curated_v1/masks/qualified/226.png.mask.png,,0,qualified,train
qualified/230.png,images/qualified/230.png,curated_v1/masks/qualified/230.png.mask.png,,0,qualified,train
qualified/231.png,images/qualified/231.png,curated_v1/masks/qualified/231.png.mask.png,,0,qualified,train
qualified/232.png,images/qualified/232.png,curated_v1/masks/qualified/232.png.mask.png,,0,qualified,train
qualified/234.png,images/qualified/234.png,curated_v1/masks/qualified/234.png.mask.png,,0,qualified,train
qualified/236.png,images/qualified/236.png,curated_v1/masks/qualified/236.png.mask.png,,0,qualified,train
qualified/237.png,images/qualified/237.png,curated_v1/masks/qualified/237.png.mask.png,,0,qualified,train
qualified/41.png,images/qualified/41.png,curated_v1/masks/qualified/41.png.mask.png,,0,qualified,train
qualified/56.png,images/qualified/56.png,curated_v1/masks/qualified/56.png.mask.png,,0,qualified,train
qualified/57.png,images/qualified/57.png,curated_v1/masks/qualified/57.png.mask.png,,0,qualified,train
qualified/59.png,images/qualified/59.png,curated_v1/masks/qualified/59.png.mask.png,,0,qualified,train
qualified/60.png,images/qualified/60.png,curated_v1/masks/qualified/60.png.mask.png,,0,qualified,train
qualified/63.png,images/qualified/63.png,curated_v1/masks/qualified/63.png.mask.png,,0,qualified,train
qualified/64.png,images/qualified/64.png,curated_v1/masks/qualified/64.png.mask.png,,0,qualified,train
qualified/65.png,images/qualified/65.png,curated_v1/masks/qualified/65.png.mask.png,,0,qualified,train
qualified/66.png,images/qualified/66.png,curated_v1/masks/qualified/66.png.mask.png,,0,qualified,train
qualified/67.png,images/qualified/67.png,curated_v1/masks/qualified/67.png.mask.png,,0,qualified,train
qualified/68.png,images/qualified/68.png,curated_v1/masks/qualified/68.png.mask.png,,0,qualified,train
qualified/69.png,images/qualified/69.png,curated_v1/masks/qualified/69.png.mask.png,,0,qualified,train
qualified/70.png,images/qualified/70.png,curated_v1/masks/qualified/70.png.mask.png,,0,qualified,train
qualified/71.png,images/qualified/71.png,curated_v1/masks/qualified/71.png.mask.png,,0,qualified,train
qualified/72.png,images/qualified/72.png,curated_v1/masks/qualified/72.png.mask.png,,0,qualified,train
qualified/73.png,images/qualified/73.png,curated_v1/masks/qualified/73.png.mask.png,,0,qualified,train
qualified/99.png,images/qualified/99.png,curated_v1/masks/qualified/99.png.mask.png,,0,qualified,train
unqualified/10.png,images/unqualified/10.png,curated_v1/masks/unqualified/10.png.mask.png,curated_v1/annotations/10.png.json,1,unqualified,train
unqualified/101.png,images/unqualified/101.png,curated_v1/masks/unqualified/101.png.mask.png,curated_v1/annotations/101.png.json,1,unqualified,train
unqualified/102.png,images/unqualified/102.png,curated_v1/masks/unqualified/102.png.mask.png,curated_v1/annotations/102.png.json,1,unqualified,train
unqualified/11.png,images/unqualified/11.png,curated_v1/masks/unqualified/11.png.mask.png,curated_v1/annotations/11.png.json,1,unqualified,train
unqualified/133.jpg,images/unqualified/133.jpg,curated_v1/masks/unqualified/133.jpg.mask.png,curated_v1/annotations/133.jpg.json,1,unqualified,train
unqualified/134.jpg,images/unqualified/134.jpg,curated_v1/masks/unqualified/134.jpg.mask.png,curated_v1/annotations/134.jpg.json,1,unqualified,train
unqualified/14.png,images/unqualified/14.png,curated_v1/masks/unqualified/14.png.mask.png,curated_v1/annotations/14.png.json,1,unqualified,train
unqualified/15.png,images/unqualified/15.png,curated_v1/masks/unqualified/15.png.mask.png,curated_v1/annotations/15.png.json,1,unqualified,train
unqualified/16.png,images/unqualified/16.png,curated_v1/masks/unqualified/16.png.mask.png,curated_v1/annotations/16.png.json,1,unqualified,train
unqualified/17.png,images/unqualified/17.png,curated_v1/masks/unqualified/17.png.mask.png,curated_v1/annotations/17.png.json,1,unqualified,train
unqualified/18.png,images/unqualified/18.png,curated_v1/masks/unqualified/18.png.mask.png,curated_v1/annotations/18.png.json,1,unqualified,train
unqualified/19.png,images/unqualified/19.png,curated_v1/masks/unqualified/19.png.mask.png,curated_v1/annotations/19.png.json,1,unqualified,train
unqualified/20.png,images/unqualified/20.png,curated_v1/masks/unqualified/20.png.mask.png,curated_v1/annotations/20.png.json,1,unqualified,train
unqualified/203.png,images/unqualified/203.png,curated_v1/masks/unqualified/203.png.mask.png,curated_v1/annotations/203.png.json,1,unqualified,train
unqualified/211.png,images/unqualified/211.png,curated_v1/masks/unqualified/211.png.mask.png,curated_v1/annotations/211.png.json,1,unqualified,train
unqualified/24.png,images/unqualified/24.png,curated_v1/masks/unqualified/24.png.mask.png,curated_v1/annotations/24.png.json,1,unqualified,train
unqualified/25.png,images/unqualified/25.png,curated_v1/masks/unqualified/25.png.mask.png,curated_v1/annotations/25.png.json,1,unqualified,train
unqualified/29.png,images/unqualified/29.png,curated_v1/masks/unqualified/29.png.mask.png,curated_v1/annotations/29.png.json,1,unqualified,train
unqualified/3.png,images/unqualified/3.png,curated_v1/masks/unqualified/3.png.mask.png,curated_v1/annotations/3.png.json,1,unqualified,train
unqualified/31.png,images/unqualified/31.png,curated_v1/masks/unqualified/31.png.mask.png,curated_v1/annotations/31.png.json,1,unqualified,train
unqualified/33.png,images/unqualified/33.png,curated_v1/masks/unqualified/33.png.mask.png,curated_v1/annotations/33.png.json,1,unqualified,train
unqualified/34.png,images/unqualified/34.png,curated_v1/masks/unqualified/34.png.mask.png,curated_v1/annotations/34.png.json,1,unqualified,train
unqualified/35 -4.png,images/unqualified/35 -4.png,curated_v1/masks/unqualified/35 -4.png.mask.png,curated_v1/annotations/35 -4.png.json,1,unqualified,train
unqualified/35-1.png,images/unqualified/35-1.png,curated_v1/masks/unqualified/35-1.png.mask.png,curated_v1/annotations/35-1.png.json,1,unqualified,train
unqualified/35-2.png,images/unqualified/35-2.png,curated_v1/masks/unqualified/35-2.png.mask.png,curated_v1/annotations/35-2.png.json,1,unqualified,train
unqualified/35-3.png,images/unqualified/35-3.png,curated_v1/masks/unqualified/35-3.png.mask.png,curated_v1/annotations/35-3.png.json,1,unqualified,train
unqualified/35.png,images/unqualified/35.png,curated_v1/masks/unqualified/35.png.mask.png,curated_v1/annotations/35.png.json,1,unqualified,train
unqualified/37 - 4.png,images/unqualified/37 - 4.png,curated_v1/masks/unqualified/37 - 4.png.mask.png,curated_v1/annotations/37 - 4.png.json,1,unqualified,train
